ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
1749,rapanui,1437,ihi,i h i,,POLLEX,ihi
1750,rapanui,1437,gaha,g a h a,,POLLEX,gaha
2008,mangareva,1437,a'ae,a ʔ a e,,POLLEX,a'ae
3207,sikaiana,1437,vae,v a e,,POLLEX,vae
3208,sikaiana,1437,hā,h aː,,POLLEX,hā
3475,northmarquesan,1437,koava,k o a v a,,POLLEX,koava
4511,raivavae,1437,pāhaGa,p aː h a ɢ a,,Tamaititahio-1213-2015,pāhaGa
4740,tuamotuan,1437,tapahi,t a p a h i,,POLLEX,tapahi
4741,tuamotuan,1437,maataataa,m aː t aː t aː,,POLLEX,maataataa
5254,rurutuan,1437,piʔi ai,p i ʔ i a i,,Meyer-128-2005,piʔi ai
5255,rurutuan,1437,naʔaʔa,n a ʔ a ʔ a,,Meyer-128-2005,naʔaʔa
5256,rurutuan,1437,vaavaaʔi,v aː v aː ʔ i,,Meyer-128-2005,vaavaaʔi
5755,hawaiian,1437,wāhi,w aː h i,,71458,wāhi
856,maori,1414,kotee,k o t eː,,Biggs-85-2005,kotee
1300,tahitian,1414,'u'umu,ʔ u ʔ u m u,,Clark-173-2005,'u'umu
1740,rapanui,1414,gatu,g a t u,,POLLEX,gatu
2000,mangareva,1414,kukumu,k u k u m u,,POLLEX,kukumu
3198,sikaiana,1414,kumi,k u m i,,POLLEX,k/kumi/
3463,northmarquesan,1414,'omi,ʔ o m i,,POLLEX,'omi
3464,northmarquesan,1414,koko,k o k o,,POLLEX,koko
3465,northmarquesan,1414,hota,h o t a,,POLLEX,hota
4503,raivavae,1414,GoGomi,ɢ o ɢ o m i,,Tamaititahio-1213-2015,GoGomi
4731,tuamotuan,1414,ŋiŋiti,ŋ i ŋ i t i,,POLLEX,ŋiŋiti
5244,rurutuan,1414,ʔuʔumu,ʔ u ʔ u m u,,Meyer-128-2005,ʔuʔumu
5245,rurutuan,1414,neʔineʔi,n e ʔ i n e ʔ i,,Meyer-128-2005,neʔineʔi
5745,hawaiian,1414,'uwī,ʔ u w iː,,71458,'uwī
873,maori,1434,oka,o k a,,Biggs-85-2005,oka
1318,tahitian,1434,paatia,p aː t i a,,Clark-173-2005,paatia
1763,rapanui,1434,oka,o k a,,POLLEX,oka
1764,rapanui,1434,huki,h u k i,,POLLEX,huki
2021,mangareva,1434,ko,k o,,POLLEX,ko
2022,mangareva,1434,'uki,ʔ u k i,,POLLEX,'uki
3217,sikaiana,1434,suki,s u k i,,POLLEX,suki
3218,sikaiana,1434,sookai,s oː k a i,,POLLEX,sookai
3494,northmarquesan,1434,huki,h u k i,,POLLEX,huki
4518,raivavae,1434,pipiha,p i p i h a,,Tamaititahio-1213-2015,pipiha
4757,tuamotuan,1434,huki,h u k i,,POLLEX,huki
4758,tuamotuan,1434,hoka,h o k a,,POLLEX,hoka
5266,rurutuan,1434,paatia,p aː t i a,,Meyer-128-2005,paatia
5766,hawaiian,1434,hou,h o u,,71458,hou
892,maori,1442,tuu,t uː,,Biggs-85-2005,tuu
1340,tahitian,1442,ti'a,t i ʔ a,,Clark-173-2005,ti'a
1786,rapanui,1442,tu'u,t u ʔ u,,POLLEX,tu'u
2048,mangareva,1442,'akātū,ʔ a k aː t uː,,POLLEX,'akātū
3238,sikaiana,1442,tuu,t uː,,POLLEX,tuu
3522,northmarquesan,1442,tuu,t uː,,POLLEX,tuu
4537,raivavae,1442,tia,t i a,,Tamaititahio-1213-2015,tia
4538,raivavae,1442,tū,t uː,,Tamaititahio-1213-2015,tū
4783,tuamotuan,1442,tuu,t uː,,POLLEX,tuu
5290,rurutuan,1442,tuu,t uː,,Meyer-128-2005,tuu
5785,hawaiian,1442,ku,k u,,71458,ku
871,maori,713,taahae,t aː h a e,,Biggs-85-2005,taahae
1315,tahitian,713,'eiaa,ʔ e i aː,,Clark-173-2005,'eiaa
1761,rapanui,713,kori,k o r i,,POLLEX,kori
2017,mangareva,713,kamo,k a m o,,POLLEX,kamo
3215,sikaiana,713,kaiaa,k a i aː,,POLLEX,kaiaa
3487,northmarquesan,713,kamo,k a m o,,POLLEX,kamo
3488,northmarquesan,713,kai hue,k a i h u e,,POLLEX,kai hue
4516,raivavae,713,ʔeiā,ʔ e i aː,,Tamaititahio-1213-2015,ʔeiā
4752,tuamotuan,713,keiaa,k e i aː,,POLLEX,keiaa
5264,rurutuan,713,ʔeiaa,ʔ e i aː,,Meyer-128-2005,ʔeiaa
5763,hawaiian,713,'aihue,ʔ a i h u e,,71458,'aihue
902,maori,1421,ngote,ŋ o t e,,Biggs-85-2005,ngote
1351,tahitian,1421,'ote,ʔ o t e,,Clark-173-2005,'ote
1796,rapanui,1421,omo,o m o,,POLLEX,omo
2059,mangareva,1421,omo,o m o,,POLLEX,omo
2060,mangareva,1421,miti,m i t i,,POLLEX,miti
3246,sikaiana,1421,umiumi,u m i u m i,,POLLEX,umiumi
3247,sikaiana,1421,mmiti,m m i t i,,POLLEX,m(iti)miti
3533,northmarquesan,1421,omo,o m o,,POLLEX,omo
4548,raivavae,1421,ʔote,ʔ o t e,,Tamaititahio-1213-2015,ʔote
4793,tuamotuan,1421,ŋoŋo,ŋ o ŋ o,,POLLEX,ŋoŋo
4794,tuamotuan,1421,momi,m o m i,,POLLEX,momi
4795,tuamotuan,1421,miti,m i t i,,POLLEX,miti
5304,rurutuan,1421,ʔote,ʔ o t e,,Meyer-128-2005,ʔote
5796,hawaiian,1421,omo,o m o,,71458,omo
857,maori,1573,puku,p u k u,,Biggs-85-2005,puku
1301,tahitian,1573,'oru,ʔ o r u,,Clark-173-2005,'oru
1741,rapanui,1573,ahu,a h u,,POLLEX,ahu
2002,mangareva,1573,'akatekire,ʔ a k a t e k i r e,,POLLEX,'akatekire
3199,sikaiana,1573,hula,h u l a,,POLLEX,hula/hula
3466,northmarquesan,1573,huhu'a,h u h u ʔ a,,POLLEX,huhu'a
3467,northmarquesan,1573,hete,h e t e,,POLLEX,hete
4504,raivavae,1573,ōpupu,oː p u p u,,Tamaititahio-1213-2015,ōpupu
4732,tuamotuan,1573,koropuupuu,k o r o p uː p uː,,POLLEX,koropuupuu
5246,rurutuan,1573,ʔoru,ʔ o r u,,Meyer-128-2005,ʔoru
5746,hawaiian,1573,hū,h uː,,71458,hū
935,maori,1439,kauhoe,k a u h o e,,Biggs-85-2005,kauhoe
1387,tahitian,1439,'au,ʔ a u,,Clark-173-2005,'au
1837,rapanui,1439,kau,k a u,,POLLEX,kau
2100,mangareva,1439,kau,k a u,,POLLEX,kau
3282,sikaiana,1439,koukou,k o u k o u,,POLLEX,koukou
3574,northmarquesan,1439,kau,k a u,,POLLEX,kau
4579,raivavae,1439,ʔau,ʔ a u,,Tamaititahio-1213-2015,ʔau
4839,tuamotuan,1439,kau,k a u,,POLLEX,kau
5344,rurutuan,1439,ʔau,ʔ a u,,Meyer-128-2005,ʔau
5833,hawaiian,1439,'au,ʔ a u,,71458,'au
923,maori,2271,fakaaro,f a k a a r o,,Biggs-85-2005,whakaaro
1374,tahitian,2271,mana'o,m a n a ʔ o,,Clark-173-2005,mana'o
1820,rapanui,2271,mana'u,m a n a ʔ u,,POLLEX,mana'u
2084,mangareva,2271,makara,m a k a r a,,POLLEX,makara
3269,sikaiana,2271,hakateletele,h a k a t e l e t e l e,,POLLEX,hakateletele
3560,northmarquesan,2271,maákau,m a ʔ a k a u,,POLLEX,maákau
4568,raivavae,2271,heGuGi,h e ɢ u ɢ i,,Tamaititahio-1213-2015,heGuGi
4823,tuamotuan,2271,mahara,m a h a r a,,POLLEX,mahara
5330,rurutuan,2271,manaʔo,m a n a ʔ o,,Meyer-128-2005,manaʔo
5820,hawaiian,2271,mana'o,m a n a ʔ o,,71458,mana'o
850,maori,1456,panga,p a ŋ a,,Biggs-85-2005,panga
1294,tahitian,1456,taaora,t aː o r a,,Clark-173-2005,taaora
1732,rapanui,1456,vero,v e r o,,POLLEX,vero
1992,mangareva,1456,kero,k e r o,,POLLEX,kero
1993,mangareva,1456,tiri,t i r i,,POLLEX,tiri
3191,sikaiana,1456,pehi,p e h i,,POLLEX,pehi
3454,northmarquesan,1456,tio'a,t i o ʔ a,,POLLEX,tio'a
3455,northmarquesan,1456,tiì,t i ʔ i,,POLLEX,tiì
4498,raivavae,1456,tāoGa,t aː o ɢ a,,Tamaititahio-1213-2015,tāoGa
4723,tuamotuan,1456,toro,t o r o,,POLLEX,toro
4724,tuamotuan,1456,tiri,t i r i,,POLLEX,tiri
4725,tuamotuan,1456,maka,m a k a,,POLLEX,maka
5235,rurutuan,1456,taaora,t aː o r a,,Meyer-128-2005,taaora
5739,hawaiian,1456,ho'olei,h o ʔ o l e i,,71458,ho'olei
878,maori,1094,herehere,h e r e h e r e,,Biggs-85-2005,herehere
1324,tahitian,1094,ta'amu,t a ʔ a m u,,Clark-173-2005,ta'amu
1769,rapanui,1094,haha'u,h a h a ʔ u,,POLLEX,haha'u
2026,mangareva,1094,'akaokonga,ʔ a k a o k o ŋ a,,POLLEX,'akaokonga
2027,mangareva,1094,nati,n a t i,,POLLEX,nati
2028,mangareva,1094,rii,r iː,,POLLEX,rii
3222,sikaiana,1094,hau,h a u,,POLLEX,hau
3500,northmarquesan,1094,nani,n a n i,,POLLEX,nani
3501,northmarquesan,1094,hitiki,h i t i k i,,POLLEX,hitiki
4523,raivavae,1094,tāʔamu,t aː ʔ a m u,,Tamaititahio-1213-2015,tāʔamu
4763,tuamotuan,1094,hau,h a u,,POLLEX,hau
4764,tuamotuan,1094,rii,r iː,,POLLEX,rii
4765,tuamotuan,1094,hiitiki,h iː t i k i,,POLLEX,hiitiki
5273,rurutuan,1094,purei,p u r e i,,Meyer-128-2005,purei
5771,hawaiian,1094,hīki'i,h iː k i ʔ i,,71458,hīki'i
936,maori,1588,huri,h u r i,,Biggs-85-2005,huri
1388,tahitian,1588,tiipu'u,t iː p u ʔ u,,Clark-173-2005,tiipu'u
1838,rapanui,1588,taviri,t a v i r i,,POLLEX,taviri
1839,rapanui,1588,teka,t e k a,,POLLEX,teka
2101,mangareva,1588,tīrori,t iː r o r i,,POLLEX,tīrori
3283,sikaiana,1588,tahuli,t a h u l i,,POLLEX,tahuli
3575,northmarquesan,1588,kavií,k a v i ʔ i,,POLLEX,kavií
4580,raivavae,1588,tāviGi,t aː v i ɢ i,,Tamaititahio-1213-2015,tāviGi
4840,tuamotuan,1588,huri,h u r i,,POLLEX,huri
5345,rurutuan,1588,tiipuʔu,t iː p u ʔ u,,Meyer-128-2005,tiipuʔu
5834,hawaiian,1588,huli,h u l i,,71458,huli
5835,hawaiian,1588,wili,w i l i,,71458,wili
909,maori,1278,ruaki,r u a k i,,Biggs-85-2005,ruaki
1359,tahitian,1278,piha'e,p i h a ʔ e,,Clark-173-2005,piha'e
1803,rapanui,1278,rua,r u a,,POLLEX,rua
2069,mangareva,1278,ruaki,r u a k i,,POLLEX,ruaki
3254,sikaiana,1278,lua,l u a,,POLLEX,lua
3541,northmarquesan,1278,'ua,ʔ u a,,POLLEX,'ua
4554,raivavae,1278,pihaʔe,p i h a ʔ e,,Tamaititahio-1213-2015,pihaʔe
4803,tuamotuan,1278,ruua,r uː a,,POLLEX,ruua/ki
5313,rurutuan,1278,ruʔaʔi,r u ʔ a ʔ i,,Meyer-128-2005,ruʔaʔi
5804,hawaiian,1278,lua'i,l u a ʔ i,,71458,lua'i
939,maori,1443,haere-a-waewae,h a e r e a w a e w a e,,Biggs-85-2005,haere-a-waewae
1393,tahitian,1443,ori,o r i,,Clark-173-2005,ori
1394,tahitian,1443,haere,h a e r e,,Clark-173-2005,haere
1842,rapanui,1443,haere,h a e r e,,POLLEX,haere
2104,mangareva,1443,'ere,ʔ e r e,,POLLEX,'ere
3286,sikaiana,1443,saele,s a e l e,,POLLEX,saele
3579,northmarquesan,1443,hèe,h e ʔ e,,POLLEX,hèe
4583,raivavae,1443,haeGe,h a e ɢ e,,Tamaititahio-1213-2015,haeGe
4843,tuamotuan,1443,haere,h a e r e,,POLLEX,haere
5350,rurutuan,1443,ʔano rimo ʔaere,ʔ a n o r i m o ʔ a e r e,,Meyer-128-2005,ʔano rimo ʔaere
5351,rurutuan,1443,rimorimo,r i m o r i m o,,Meyer-128-2005,rimorimo
5352,rurutuan,1443,ʔano,ʔ a n o,,Meyer-128-2005,ʔano
5838,hawaiian,1443,hele,h e l e,,71458,hele
861,maori,1086,mahi,m a h i,,Biggs-85-2005,mahi
1305,tahitian,1086,'ohipa,ʔ o h i p a,,Clark-173-2005,'ohipa
1746,rapanui,1086,aga,a g a,,POLLEX,aga
2005,mangareva,1086,'anga,ʔ a ŋ a,,POLLEX,'anga
3204,sikaiana,1086,hekau,h e k a u,,POLLEX,hekau
3471,northmarquesan,1086,hana,h a n a,,POLLEX,hana
4508,raivavae,1086,ʔohipa,ʔ o h i p a,,Tamaititahio-1213-2015,ʔohipa
4736,tuamotuan,1086,haŋa,h a ŋ a,,POLLEX,haŋa
5250,rurutuan,1086,ʔatapu,ʔ a t a p u,,Meyer-128-2005,ʔatapu
5752,hawaiian,1086,hana,h a n a,,71458,hana
897,maori,1028,haamama,h aː m a m a,,Biggs-85-2005,haamama(mama)
1346,tahitian,1028,haamama,h aː m a m a,,Clark-173-2005,haamama
1791,rapanui,1028,haka,h a k a,,POLLEX,haka/mama
2053,mangareva,1028,'amama,ʔ a m a m a,,POLLEX,'amama
2054,mangareva,1028,naro,n a r o,,POLLEX,naro
3527,northmarquesan,1028,mama,m a m a,,POLLEX,mama
4543,raivavae,1028,hāmama te vaha,h aː m a m a t e v a h a,,Tamaititahio-1213-2015,hāmama te vaha
4788,tuamotuan,1028,haamama,h aː m a m a,,POLLEX,haamama
5299,rurutuan,1028,ʔaamama,ʔ aː m a m a,,Meyer-128-2005,ʔaamama
5791,hawaiian,1028,hāmama,h aː m a m a,,71458,hāmama
912,maori,1205,arero,a r e r o,,Biggs-85-2005,arero
1362,tahitian,1205,arero,a r e r o,,Clark-173-2005,arero
1806,rapanui,1205,arero,a r e r o,,POLLEX,arero
2072,mangareva,1205,arero,a r e r o,,POLLEX,arero
3257,sikaiana,1205,alelo,a l e l o,,POLLEX,alelo
3545,northmarquesan,1205,a'èo,a ʔ e ʔ o,,POLLEX,a'èo
4557,raivavae,1205,aGeGo,a ɢ e ɢ o,,Tamaititahio-1213-2015,aGeGo
4806,tuamotuan,1205,arero,a r e r o,,POLLEX,arero
5316,rurutuan,1205,arero,a r e r o,,Meyer-128-2005,arero
5808,hawaiian,1205,alelo,a l e l o,,71458,alelo
913,maori,1380,niho,n i h o,,Biggs-85-2005,niho
1363,tahitian,1380,niho,n i h o,,Clark-173-2005,niho
1807,rapanui,1380,niho,n i h o,,POLLEX,niho
2073,mangareva,1380,ni'o,n i ʔ o,,POLLEX,ni'o
3258,sikaiana,1380,niho,n i h o,,POLLEX,niho
3546,northmarquesan,1380,niho,n i h o,,POLLEX,niho
4558,raivavae,1380,niho,n i h o,,Tamaititahio-1213-2015,niho
4807,tuamotuan,1380,niho,n i h o,,POLLEX,niho
5317,rurutuan,1380,niʔo,n i ʔ o,,Meyer-128-2005,niʔo
5809,hawaiian,1380,niho,n i h o,,71458,niho
801,maori,1232,mahana,m a h a n a,,Biggs-85-2005,mahana
1246,tahitian,1232,maahanahana,m aː h a n a h a n a,,Clark-173-2005,maahanahana
1679,rapanui,1232,mahana,m a h a n a,,POLLEX,mahana
1680,rapanui,1232,hana,h a n a,,POLLEX,hana
1936,mangareva,1232,ma'ana,m a ʔ a n a,,POLLEX,ma'ana
3146,sikaiana,1232,maahana,m aː h a n a,,POLLEX,maahana
3395,northmarquesan,1232,ha'amaahanahana,h a ʔ a m aː h a n a h a n a,,POLLEX,ha'amaahanahana
4461,raivavae,1232,veʔaveʔa,v e ʔ a v e ʔ a,,Tamaititahio-1213-2015,veʔaveʔa
4663,tuamotuan,1232,mahana,m a h a n a,,POLLEX,mahana
5183,rurutuan,1232,veravera,v e r a v e r a,,Meyer-128-2005,veravera
5184,rurutuan,1232,maaʔanaʔana,m aː ʔ a n a ʔ a n a,,Meyer-128-2005,maaʔanaʔana
5691,hawaiian,1232,wela,w e l a,,71458,wela
5692,hawaiian,1232,hahana,h a h a n a,,71458,hahana
819,maori,948,wai,w a i,,Biggs-85-2005,wai
1264,tahitian,948,pape,p a p e,,Clark-173-2005,pape
1700,rapanui,948,vai,v a i,,POLLEX,vai
1957,mangareva,948,vai,v a i,,POLLEX,vai
3161,sikaiana,948,vai,v a i,,POLLEX,vai
3414,northmarquesan,948,vai,v a i,,POLLEX,vai
4474,raivavae,948,pape māʔaGo,p a p e m aː ʔ a ɢ o,,Tamaititahio-1213-2015,pape māʔaGo
4690,tuamotuan,948,vai,v a i,,POLLEX,vai
5202,rurutuan,948,vai,v a i,,Meyer-128-2005,vai
5710,hawaiian,948,wai,w a i,,71458,wai
747,maori,1212,maatou,m aː t o u,,Biggs-85-2005,maatou
748,maori,1212,maaua,m aː u a,,Biggs-85-2005,maaua
749,maori,1212,taatou,t aː t o u,,Biggs-85-2005,taatou
750,maori,1212,taaua,t aː u a,,Biggs-85-2005,taaua
1192,tahitian,1212,maatou,m aː t o u,,Clark-173-2005,maatou
1193,tahitian,1212,maaua,m aː u a,,Clark-173-2005,maaua
1194,tahitian,1212,taatou,t aː t o u,,Clark-173-2005,taatou
1195,tahitian,1212,taaua,t aː u a,,Clark-173-2005,taaua
1618,rapanui,1212,tatou,t a t o u,,POLLEX,tatou
1619,rapanui,1212,matou,m a t o u,,POLLEX,matou
1874,mangareva,1212,tāua,t aː u a,,POLLEX,tāua
3097,sikaiana,1212,tāua,t aː u a,,POLLEX,tāua
3098,sikaiana,1212,mātou,m aː t o u,,POLLEX,mātou
3099,sikaiana,1212,tātou,t aː t o u,,POLLEX,tātou
3100,sikaiana,1212,māua,m aː u a,,POLLEX,māua
3317,northmarquesan,1212,taua,t a u a,,POLLEX,taua
3318,northmarquesan,1212,maua,m a u a,,POLLEX,maua
3319,northmarquesan,1212,matou,m a t o u,,POLLEX,matou
3320,northmarquesan,1212,tatou,t a t o u,,POLLEX,tatou
4414,raivavae,1212,mātou,m aː t o u,,Tamaititahio-1213-2015,mātou
4415,raivavae,1212,māua,m aː u a,,Tamaititahio-1213-2015,māua
4416,raivavae,1212,tātou,t aː t o u,,Tamaititahio-1213-2015,tātou
4417,raivavae,1212,tāua,t aː u a,,Tamaititahio-1213-2015,tāua
4606,tuamotuan,1212,tatou,t a t o u,,POLLEX,tatou
5124,rurutuan,1212,maatou,m aː t o u,,Meyer-128-2005,maatou
5125,rurutuan,1212,maaua,m aː u a,,Meyer-128-2005,maaua
5126,rurutuan,1212,taatou,t aː t o u,,Meyer-128-2005,taatou
5127,rurutuan,1212,taaua,t aː u a,,Meyer-128-2005,taaua
5635,hawaiian,1212,mākou,m aː k o u,,71458,mākou
5636,hawaiian,1212,māua,m aː u a,,71458,māua
5637,hawaiian,1212,kākou,k aː k o u,,71458,kākou
5638,hawaiian,1212,kāua,k aː u a,,71458,kāua
798,maori,1726,maakuu,m aː k uː,,Biggs-85-2005,maakuu
1243,tahitian,1726,rari,r a r i,,Clark-173-2005,rari
1675,rapanui,1726,hehe,h e h e,,POLLEX,hehe
1676,rapanui,1726,lali,l a l i,,POLLEX,lali
1930,mangareva,1726,ranga,r a ŋ a,,POLLEX,ranga
1931,mangareva,1726,maku,m a k u,,POLLEX,maku
1932,mangareva,1726,rari,r a r i,,POLLEX,rari
3143,sikaiana,1726,siu,s i u,,POLLEX,siu
3389,northmarquesan,1726,áutau,ʔ a u t a u,,POLLEX,áutau
4458,raivavae,1726,maʔu,m a ʔ u,,Tamaititahio-1213-2015,maʔu
4658,tuamotuan,1726,rari,r a r i,,POLLEX,rari
5179,rurutuan,1726,maʔu,m a ʔ u,,Meyer-128-2005,maʔu
5180,rurutuan,1726,rari,r a r i,,Meyer-128-2005,rari
5688,hawaiian,1726,pulu,p u l u,,71458,pulu
742,maori,1236,aha,a h a,,Biggs-85-2005,aha
1187,tahitian,1236,e aha,e a h a,,Clark-173-2005,e aha
1615,rapanui,1236,aha,a h a,,POLLEX,aha
1868,mangareva,1236,a'a,a ʔ a,,POLLEX,a'a
3092,sikaiana,1236,aa,aː,,POLLEX,aa
3314,northmarquesan,1236,aha,a h a,,POLLEX,aha
4409,raivavae,1236,aha,a h a,,Tamaititahio-1213-2015,aha
4603,tuamotuan,1236,aha,a h a,,POLLEX,aha
5119,rurutuan,1236,aʔa,a ʔ a,,Meyer-128-2005,aʔa
5630,hawaiian,1236,aha,a h a,,71458,aha
767,maori,1238,aahea,aː h e a,,Biggs-85-2005,aahea
1211,tahitian,1238,inaafea,i n aː f e a,,Clark-173-2005,inaafea
1636,rapanui,1238,agahé,a g a h e,,POLLEX,agahé
1888,mangareva,1238,a 'ea,a ʔ e a,,POLLEX,a 'ea
3112,sikaiana,1238,ite moko ahea,i t e m o k o a h e a,,POLLEX,ite moko ahea
3339,northmarquesan,1238,aahea,aː h e a,,POLLEX,aahea
4429,raivavae,1238,ahea,a h e a,,Tamaititahio-1213-2015,ahea
5144,rurutuan,1238,inaaʔea,i n aː ʔ e a,,Meyer-128-2005,inaaʔea
5657,hawaiian,1238,ināhea,i n aː h e a,,71458,ināhea
754,maori,1237,fea,f e a,,Biggs-85-2005,whea
1200,tahitian,1237,hea,h e a,,Clark-173-2005,hea
1623,rapanui,1237,hé,h e,,POLLEX,hé
1878,mangareva,1237,'ea,ʔ e a,,POLLEX,'ea
3104,sikaiana,1237,hea,h e a,,POLLEX,hea
3326,northmarquesan,1237,hea,h e a,,POLLEX,hea
4422,raivavae,1237,hea,h e a,,Tamaititahio-1213-2015,hea
4611,tuamotuan,1237,hea,h e a,,POLLEX,hea
5133,rurutuan,1237,ʔia,ʔ i a,,Meyer-128-2005,ʔia
5642,hawaiian,1237,aia i hea,a i a i h e a,,71458,aia i hea
791,maori,1335,maa,m aː,,Biggs-85-2005,maa
1236,tahitian,1335,'uo'uo,ʔ u o ʔ u o,,Clark-173-2005,'uo'uo
1667,rapanui,1335,teatea,t e a t e a,,POLLEX,teatea
1918,mangareva,1335,tea,t e a,,POLLEX,tea
3134,sikaiana,1335,tea,t e a,,POLLEX,tea
3377,northmarquesan,1335,tavai'e,t a v a i ʔ e,,POLLEX,tavai'e
3378,northmarquesan,1335,teko,t e k o,,POLLEX,teko
3379,northmarquesan,1335,tea,t e a,,POLLEX,tea
4451,raivavae,1335,ʔuoʔuo,ʔ u o ʔ u o,,Tamaititahio-1213-2015,ʔuoʔuo
4648,tuamotuan,1335,tea,t e a,,POLLEX,tea
5172,rurutuan,1335,teatea,t e a t e a,,Meyer-128-2005,teatea
5679,hawaiian,1335,ke'oke'o,k e ʔ o k e ʔ o,,71458,ke'oke'o
5680,hawaiian,1335,kea,k e a,,71458,kea
741,maori,1235,wai,w a i,,Biggs-85-2005,wai
1186,tahitian,1235,ʔo vai,ʔ o v a i,,Clark-173-2005,'o v|ai
1614,rapanui,1235,aai,aː i,,POLLEX,aai
1866,mangareva,1235,ai,a i,,POLLEX,ai
3091,sikaiana,1235,ai,a i,,POLLEX,ai
3313,northmarquesan,1235,ai,a i,,POLLEX,ai
4408,raivavae,1235,vai,v a i,,Tamaititahio-1213-2015,vai
4602,tuamotuan,1235,ai,a i,,POLLEX,ai
5118,rurutuan,1235,vai,v a i,,Meyer-128-2005,vai
5629,hawaiian,1235,wai,w a i,,71458,wai
779,maori,1243,faːnui,f aː n u i,,Biggs-85-2005,whaanui
1224,tahitian,1243,'a'ano,ʔ a ʔ a n o,,Clark-173-2005,'a'ano
1651,rapanui,1243,kau,k a u,,POLLEX,kau
1903,mangareva,1243,'ata'ata,ʔ a t a ʔ a t a,,POLLEX,'ata'ata
3123,sikaiana,1243,llaha,l l a h a,,POLLEX,l(aha)laha
3358,northmarquesan,1243,fatea,f a t e a,,POLLEX,fatea
4440,raivavae,1243,GaGahi,ɢ a ɢ a h i,,Tamaititahio-1213-2015,GaGahi
4635,tuamotuan,1243,raha,r a h a,,POLLEX,raha(raha)
5160,rurutuan,1243,ʔaʔano,ʔ a ʔ a n o,,Meyer-128-2005,ʔaʔano
5668,hawaiian,1243,ākea,aː k e a,,71458,ākea
886,maori,1199,wahine,w a h i n e,,Biggs-85-2005,wahine
1334,tahitian,1199,vahine,v a h i n e,,Clark-173-2005,vahine
1778,rapanui,1199,vî'e,v iː ʔ e,,POLLEX,vî'e
2038,mangareva,1199,ve'ine,v e ʔ i n e,,POLLEX,ve'ine
2039,mangareva,1199,ahana,a ʔ a n a,,POLLEX,ahana
3511,northmarquesan,1199,vehine,v e h i n e,,POLLEX,vehine
4531,raivavae,1199,vahine,v a h i n e,,Tamaititahio-1213-2015,vahine
4774,tuamotuan,1199,moorire,m oː r i r e,,POLLEX,moorire
5283,rurutuan,1199,vaʔine,v a ʔ i n e,,Meyer-128-2005,vaʔine
5779,hawaiian,1199,wahine,w a h i n e,,71458,wahine
804,maori,960,hau,h a u,,Biggs-85-2005,hau
1249,tahitian,960,mata'i,m a t a ʔ i,,Clark-173-2005,mata'i
1682,rapanui,960,hahau,h a h a u,,POLLEX,hahau
1683,rapanui,960,tokerau,t o k e r a u,,POLLEX,tokerau
1684,rapanui,960,matagi,m a t a g i,,POLLEX,matagi
1939,mangareva,960,matangi,m a t a ŋ i,,POLLEX,matangi
1940,mangareva,960,hau,h a u,,POLLEX,hau
3148,sikaiana,960,matani,m a t a n i,,POLLEX,matani
3397,northmarquesan,960,metani,m e t a n i,,POLLEX,metani
4463,raivavae,960,mataʔi,m a t a ʔ i,,Tamaititahio-1213-2015,mataʔi
4669,tuamotuan,960,ma-taŋi,m a t a ŋ i,,POLLEX,ma-taŋi
5187,rurutuan,960,mataʔi,m a t a ʔ i,,Meyer-128-2005,mataʔi
5695,hawaiian,960,makani,m a k a n i,,71458,makani
843,maori,1257,parirau,p a r i r a u,,Biggs-85-2005,parirau
1288,tahitian,1257,pererau,p e r e r a u,,Clark-173-2005,pererau
1723,rapanui,1257,kará,k a r ʔ a,,POLLEX,kará
1983,mangareva,1257,pererau,p e r e r a u,,POLLEX,pererau
1984,mangareva,1257,pehau,p e h a u,,POLLEX,pehau
3185,sikaiana,1257,kapakau,k a p a k a u,,POLLEX,kapakau
3442,northmarquesan,1257,pekeu,p e k e u,,POLLEX,pekeu
4492,raivavae,1257,maiti,m a i t i,,Tamaititahio-1213-2015,maiti
4714,tuamotuan,1257,pererau,p e r e r a u,,POLLEX,pererau
5228,rurutuan,1257,pererau,p e r e r a u,,Meyer-128-2005,pererau
5733,hawaiian,1257,'ēheu,ʔ eː h e u,,71458,'ēheu
889,maori,2105,wahine,w a h i n e,,Biggs-85-2005,wahine
1337,tahitian,2105,vahine,v a h i n e,,Clark-173-2005,vahine
1781,rapanui,2105,tama,t a m a,,POLLEX,tama
1783,rapanui,2105,bahine,b a h i n e,,POLLEX,bahine
2043,mangareva,2105,'a'ine,ʔ a ʔ i n e,,POLLEX,'a'ine
2044,mangareva,2105,-ìne,ʔ i n e,,POLLEX,-ìne
3232,sikaiana,2105,hine,h i n e,,POLLEX,hine
3233,sikaiana,2105,hahine,h a h i n e,,POLLEX,hahine
3514,northmarquesan,2105,-hine,h i n e,,POLLEX,-hine
3515,northmarquesan,2105,vehine,v e h i n e,,POLLEX,vehine
4534,raivavae,2105,vahine,v a h i n e,,Tamaititahio-1213-2015,vahine
4778,tuamotuan,2105,hiine,h iː n e,,POLLEX,hiine
4779,tuamotuan,2105,vahiine,v a h iː n e,,POLLEX,vahiine
5287,rurutuan,2105,vaʔine,v a ʔ i n e,,Meyer-128-2005,vaʔine
5782,hawaiian,2105,wahine,w a h i n e,,71458,wahine
